year,state_abbreviation,net_generation_mwh,co2e_kg_per_mwh,source_file,source_field,technology,use_phase_kgco2e_per_vcore_year,embodied_kgco2e_per_vcore_year,total_kgco2e_per_vcore_year,embodied_share_pct,regret_vs_lowest_pct
2012,CT,35557337.401,239.68896895265962,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,19.111915609773362,3.049789121460012,22.161704731233375,13.761527637184978,5.469632762675336
2012,CT,35557337.401,239.68896895265962,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,18.193073513149645,2.819329915902762,21.01240342905241,13.417455672893981,0.0
2012,DC,71786.78,559.8332523955094,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,53.091231134467066,3.5104211643502636,56.60165229881733,6.201976482625778,26.09427599046523
2012,DC,71786.78,559.8332523955094,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,45.08138017635399,2.9474308328855217,48.02881100923951,6.136797415864639,6.996137125478996
2012,DC,71786.78,559.8332523955094,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,44.19372836726783,3.049789121460012,47.24351748872784,6.455465815363308,5.246700247096703
2012,DC,71786.78,559.8332523955094,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,42.069029888072265,2.819329915902762,44.88835980397503,6.28075948467402,0.0
2012,DE,8633823.2578,571.4295315872655,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,54.18265636007915,3.5104211643502636,57.69307752442941,6.084648826133117,26.096279592170756
2012,DE,8633823.2578,571.4295315872655,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,46.00814255271069,2.9474308328855217,48.95557338559621,6.0206236574337,6.999243828018087
2012,DE,8633823.2578,571.4295315872655,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,45.10224280408168,3.049789121460012,48.15203192554169,6.3336665131306455,5.24299172709608
2012,DE,8633823.2578,571.4295315872655,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,42.933865746193156,2.819329915902762,45.75319566209592,6.162039339775399,0.0
2012,FL,221099929.55259997,517.6417385146392,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,49.12022614270378,3.5104211643502636,52.63064730705404,6.6699182775959605,26.086285592482984
2012,FL,221099929.55259997,517.6417385146392,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,41.70947898117412,2.9474308328855217,44.656909814059645,6.600167466038059,6.983747542444019
2012,FL,221099929.55259997,517.6417385146392,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,40.88821986424274,3.049789121460012,43.93800898570275,6.941118161390518,5.261489888494708
2012,FL,221099929.55259997,517.6417385146392,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,38.92244006307723,2.819329915902762,41.741769978979995,6.7542174596872595,0.0
2012,GA,122014744.25300002,492.1877319826492,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,46.72453142351673,3.5104211643502636,50.23495258786699,6.988005329974411,26.0808546358152
2012,GA,122014744.25300002,492.1877319826492,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,39.67522168266443,2.9474308328855217,42.62265251554995,6.915174581896833,6.975326524023595
2012,GA,122014744.25300002,492.1877319826492,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,38.894017066374,3.049789121460012,41.94380618783401,7.271131064744947,5.271542191489309
2012,GA,122014744.25300002,492.1877319826492,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,37.02411239972141,2.819329915902762,39.84344231562417,7.076019922096922,0.0
2012,HI,10469268.697999999,670.6966419750073,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,63.52553492994169,3.5104211643502636,67.03595609429196,5.23662429668721,26.110763181181508
2012,HI,10469268.697999999,670.6966419750073,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,53.94146509485919,2.9474308328855217,56.88889592774471,5.181030119883307,7.021701486459109
2012,HI,10469268.697999999,670.6966419750073,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,52.87935832508188,3.049789121460012,55.92914744654189,5.4529512082676685,5.216183664706531
2012,HI,10469268.697999999,670.6966419750073,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,50.33708148252988,2.819329915902762,53.156411398432645,5.303837941147945,0.0
2012,IA,56602145.65100001,639.7195546818368,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,60.610015742391504,3.5104211643502636,64.12043690674177,5.474730575301444,26.1066961781103
2012,IA,56602145.65100001,639.7195546818368,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,51.46580901951766,2.9474308328855217,54.41323985240318,5.416753056573137,7.015395358483256
2012,IA,56602145.65100001,639.7195546818368,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,50.4524478867496,3.049789121460012,53.50223700820961,5.700302065859487,5.22371138949842
2012,IA,56602145.65100001,639.7195546818368,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,48.02684943065587,2.819329915902762,50.846179346558635,5.5448215620817916,0.0
2012,ID,15499089.316,52.13348084501698,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,5.307254175579502,3.5104211643502636,8.817675339929766,39.81118638439487,25.52294190340174
2012,ID,15499089.316,52.13348084501698,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,4.506551045611639,2.9474308328855217,7.45398187849716,39.541695712839186,6.110249948379365
2012,ID,15499089.316,52.13348084501698,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,4.417817112162225,3.049789121460012,7.467606233622236,40.840250892295394,6.304197794144573
2012,ID,15499089.316,52.13348084501698,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,4.205422058692888,2.819329915902762,7.024751974595651,40.134227174120895,0.0
2012,IL,197522000.958,454.67638520585797,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,43.19401707129436,3.5104211643502636,46.70443823564462,7.516247485171816,26.07183656521903
2012,IL,197522000.958,454.67638520585797,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,36.6773544957556,2.9474308328855217,39.624785328641124,7.438351548002189,6.9613434740284585
2012,IL,197522000.958,454.67638520585797,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,35.955177846697985,3.049789121460012,39.004966968157994,7.818976295890035,5.28823397962257
2012,IL,197522000.958,454.67638520585797,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,34.2265635271452,2.819329915902762,37.045893443047966,7.610370958489698,0.0
2012,IN,114878967.34740001,867.8846107891013,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,82.08458475895155,3.5104211643502636,85.59500592330181,4.101198576346625,26.130160565990003
2012,IN,114878967.34740001,867.8846107891013,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,69.70051914531842,2.9474308328855217,72.64794997820394,4.057142471012353,7.051778274909504
2012,IN,114878967.34740001,867.8846107891013,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,68.32811679934859,3.049789121460012,71.3779059208086,4.272735494431079,5.180280526212644
2012,IN,114878967.34740001,867.8846107891013,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,65.04311118399531,2.819329915902762,67.86244109989806,4.154477602349316,0.0
2012,KS,44286624.611999996,727.0757184352591,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,68.83185303663028,3.5104211643502636,72.34227420098054,4.852517014598751,26.11732452498665
2012,KS,44286624.611999996,727.0757184352591,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,58.447221295886486,2.9474308328855217,61.39465212877201,4.800794093113261,7.031875236762364
2012,KS,44286624.611999996,727.0757184352591,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,57.296396243139654,3.049789121460012,60.34618536459966,5.053822545756276,5.204039097917357
2012,KS,44286624.611999996,727.0757184352591,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,54.54176180837333,2.819329915902762,57.36109172427609,4.915056236123864,0.0
2012,KY,89957452.21,945.7709144811539,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,89.41513235732451,3.5104211643502636,92.92555352167477,3.777670437584708,26.13568874810934
2012,KY,89957452.21,945.7709144811539,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,75.92511021471945,2.9474308328855217,78.87254104760497,3.7369543236936487,7.060350047123154
2012,KY,89957452.21,945.7709144811539,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,74.43014574882426,3.049789121460012,77.47993487028427,3.936230879086208,5.170048266028604
2012,KY,89957452.21,945.7709144811539,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,70.85177335705387,2.819329915902762,73.67110327295663,3.826914204687482,0.0
2012,LA,103347602.39899999,525.534693645618,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,49.86309980003162,3.5104211643502636,53.37352096438188,6.577083731637073,26.087870719727203
2012,LA,103347602.39899999,525.534693645618,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,42.34027561280946,2.9474308328855217,45.28770644569498,6.508236040656685,6.986205375665433
2012,LA,103347602.39899999,525.534693645618,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,41.506596118129075,3.049789121460012,44.55638523958908,6.84478578111903,5.258555934070408
2012,LA,103347602.39899999,525.534693645618,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,39.511086689372874,2.819329915902762,42.33041660527564,6.6602933351508495,0.0
2012,MA,36198121.51100001,410.7054747429866,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,39.055537816118665,3.5104211643502636,42.56595898046893,8.247015334391959,26.059363133005785
2012,MA,36198121.51100001,410.7054747429866,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,33.16324580646946,2.9474308328855217,36.110676639354985,8.16221435649667,6.9420026821829905
2012,MA,36198121.51100001,410.7054747429866,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,32.5102619133383,3.049789121460012,35.560051034798306,8.576447537928315,5.311321389016532
2012,MA,36198121.51100001,410.7054747429866,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,30.947268552120114,2.819329915902762,33.76659846802288,8.349463800959045,0.0
2012,MD,37808347.212,537.3367612535643,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,50.973893537289094,3.5104211643502636,54.484314701639356,6.4429940682444515,26.090160338405678
2012,MD,37808347.212,537.3367612535643,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,43.283484381880704,2.9474308328855217,46.23091521476623,6.375454215416673,6.9897555643793075
2012,MD,37808347.212,537.3367612535643,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,42.431233118391624,3.049789121460012,45.48102223985163,6.705630109579438,5.254318017602566
2012,MD,37808347.212,537.3367612535643,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,40.39126998769973,2.819329915902762,43.21059990360249,6.52462572191161,0.0
2012,ME,14420135.401999999,259.2166344561971,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,24.797624656761194,3.5104211643502636,28.308045821111456,12.400789466478383,25.98850947525988
2012,ME,14420135.401999999,259.2166344561971,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,21.056417806371567,2.9474308328855217,24.00384863925709,12.278992744793209,6.832139909649415
2012,ME,14420135.401999999,259.2166344561971,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,20.641817204402788,3.049789121460012,23.6916063258628,12.872867628780103,5.44246631973615
2012,ME,14420135.401999999,259.2166344561971,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,19.64942214649881,2.819329915902762,22.468752062401574,12.547781505945451,0.0
2012,MI,108166077.441,599.9605647723747,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,56.86795643056564,3.5104211643502636,60.378377594915904,5.814036918815544,26.100901068323346
2012,MI,108166077.441,599.9605647723747,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,48.28831256908466,2.9474308328855217,51.23574340197018,5.7526848195827744,7.0064096991879765
2012,MI,108166077.441,599.9605647723747,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,47.3375163014906,3.049789121460012,50.38730542295061,6.052693423194806,5.2344377132437
2012,MI,108166077.441,599.9605647723747,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,45.06167417161125,2.819329915902762,47.881004087514015,5.888201322490565,0.0
2012,MN,52193624.220999986,529.7696269083569,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,50.261685666696756,3.5104211643502636,53.77210683104702,6.528331083213967,26.088703175276983
2012,MN,52193624.220999986,529.7696269083569,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,42.67872700306903,2.9474308328855217,45.62615783595455,6.459958437619905,6.9874961470612895
2012,MN,52193624.220999986,529.7696269083569,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,41.838383404768116,3.049789121460012,44.888172526228125,6.7941931021540745,5.257015119822017
2012,MN,52193624.220999986,529.7696269083569,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,39.826922664154274,2.819329915902762,42.64625258005704,6.610967541896482,0.0
2012,MO,91804321.40999998,786.4515106620867,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,74.42021774874686,3.5104211643502636,77.93063891309713,4.504545597611285,26.12326918321468
2012,MO,91804321.40999998,786.4515106620867,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,63.19247185360983,2.9474308328855217,66.13990268649535,4.456357982346015,7.041092779730129
2012,MO,91804321.40999998,786.4515106620867,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,61.94821287702009,3.049789121460012,64.9980019984801,4.692127492674817,5.193035970961435
2012,MO,91804321.40999998,786.4515106620867,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,58.96993341177876,2.819329915902762,61.789263327681525,4.562815227220398,0.0
2012,MS,54584295.177999996,445.788401903682,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,42.35749278446018,3.5104211643502636,45.86791394881044,7.65332639340862,26.0694965855391
2012,MS,54584295.177999996,445.788401903682,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,35.96703626436988,2.9474308328855217,38.914467097255404,7.574126161150491,6.957715197613568
2012,MS,54584295.177999996,445.788401903682,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,35.25884577236091,3.049789121460012,38.308634893820916,7.961101015249006,5.292565110615222
2012,MS,54584295.177999996,445.788401903682,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,33.56370895638203,2.819329915902762,36.38303887228479,7.749022630570916,0.0
2012,MT,27795017.083,586.1233263347476,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,55.56561532322392,3.5104211643502636,59.076036487574186,5.942208335335143,26.098712130749657
2012,MT,27795017.083,586.1233263347476,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,47.18245509837232,2.9474308328855217,50.129885931257846,5.879588150125211,7.003015622461395
2012,MT,27795017.083,586.1233263347476,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,46.25343315047809,3.049789121460012,49.3032222719381,6.185780524929015,5.238489276360991
2012,MT,27795017.083,586.1233263347476,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,44.02971040285896,2.819329915902762,46.84904031876172,6.017903241389769,0.0
2012,NC,116971226.61099999,481.57895136449986,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,45.72604815244612,3.5104211643502636,49.23646931679638,7.129717490024674,26.078435220513676
2012,NC,116971226.61099999,481.57895136449986,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,38.82737914857707,2.9474308328855217,41.774809981462596,7.055521818515589,6.971575077995373
2012,NC,116971226.61099999,481.57895136449986,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,38.062868541127074,3.049789121460012,41.11265766258708,7.418126909940316,5.276020351999211
2012,NC,116971226.61099999,481.57895136449986,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,36.23292293818828,2.819329915902762,39.052252854091044,7.219378422127096,0.0
2012,ND,36125158.886,844.4898304874455,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,79.88270146978135,3.5104211643502636,83.39312263413161,4.209485211090414,26.128310361481955
2012,ND,36125158.886,844.4898304874455,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,67.83083303064477,2.9474308328855217,70.77826386353028,4.164316376237417,7.048909423766547
2012,ND,36125158.886,844.4898304874455,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,66.4952447807745,3.049789121460012,69.54503390223451,4.385344215587507,5.183705119236404
2012,ND,36125158.886,844.4898304874455,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,63.29835801246804,2.819329915902762,66.1176879283708,4.264108446981855,0.0
2012,NE,34200814.916,746.8754785946351,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,70.69537816755114,3.5104211643502636,74.2057993319014,4.730656088817465,26.11940630335208
2012,NE,34200814.916,746.8754785946351,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,60.02959720053364,2.9474308328855217,62.97702803341916,4.6801681897746095,7.035103156820455
2012,NE,34200814.916,746.8754785946351,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,58.84761518611172,3.049789121460012,61.897404307571726,4.927168038106148,5.20018587864548
2012,NE,34200814.916,746.8754785946351,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,56.01840291754867,2.819329915902762,58.83773283345143,4.791703860995589,0.0
2012,NH,19264434.942,234.1645204567588,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,22.439755488404614,3.5104211643502636,25.950176652754877,13.52754245693197,25.96930343935884
2012,NH,19264434.942,234.1645204567588,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,19.054279334284438,2.9474308328855217,22.00171016716996,13.396371511536206,6.802359818958381
2012,NH,19264434.942,234.1645204567588,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,18.679100813668025,3.049789121460012,21.728889935128038,14.035641629946157,5.478015285417914
2012,NH,19264434.942,234.1645204567588,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,17.78106712070322,2.819329915902762,20.600397036605983,13.685803777922041,0.0
2012,NJ,65232564.118,235.30687567808639,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,22.547272329328294,3.5104211643502636,26.057693493678556,13.471726364430033,25.970254713116404
2012,NJ,65232564.118,235.30687567808639,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,19.145575156164416,2.9474308328855217,22.09300598904994,13.341013143916996,6.803834824988675
2012,NJ,65232564.118,235.30687567808639,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,18.768599021962597,3.049789121460012,21.81838814342261,13.978067955397538,5.47625454736993
2012,NJ,65232564.118,235.30687567808639,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,17.866262530522093,2.819329915902762,20.685592446424856,13.629437605931532,0.0
2012,NM,36635909.33,803.9514215538795,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Air-cooled,76.06728435325262,3.5104211643502636,79.57770551760288,4.411312366343291,26.12486205203386
2012,NM,36635909.33,803.9514215538795,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Cold plate,64.59104623560971,2.9474308328855217,67.53847706849523,4.364076539505529,7.04356261671979
2012,NM,36635909.33,803.9514215538795,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,One-phase,63.31924934701579,3.049789121460012,66.36903846847581,4.595198592350575,5.190087687448974
2012,NM,36635909.33,803.9514215538795,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,60.27505466687081,2.819329915902762,63.09438458277357,4.468432388311959,0.0
