year,states_included,net_generation_mwh,generation_weighted_co2e_kg_per_mwh,reported_generation_weighted_co2e_kg_per_mwh,reported_minus_harmonized_kgco2e_per_mwh,co2_only_generation_weighted_kg_per_mwh,provider_gwp_basis,harmonized_gwp_basis,reconstructed_state_weighted_co2e_kg_per_mwh,reconstruction_minus_official_kgco2e_per_mwh,reconstruction_minus_official_pct,state_generation_coverage_of_official_pct,official_source_file,official_source_sheet_field,minimum_state_kgco2e_per_mwh,median_state_kgco2e_per_mwh,maximum_state_kgco2e_per_mwh,technology,total_kgco2e_per_vcore_year,use_phase_kgco2e_per_vcore_year,embodied_kgco2e_per_vcore_year,embodied_share_pct,reduction_vs_air_pct,lowest_ghg_technology
2012,51,4045517914.7444,517.7312752800638,517.9791765662977,0.24790128623396868,515.5209428465895,IPCC SAR GWP100,IPCC AR5 GWP100; CH4=28 and N2O=265,517.731275280064,2.2737367544323206e-13,4.440892098500626e-14,99.99999999999994,eGRID2012_Data.xlsx,"US12!USCO2AN, USCH4AN, USN2OAN, USNGENAN; reported comparison from USC2ERTA",3.396303171165729,517.5204264953462,956.2005044201436,Air-cooled,36.23000193664194,32.71958077229168,3.5104211643502636,9.689265737521058,0.0,Two-phase
2012,51,4045517914.7444,517.7312752800638,517.9791765662977,0.24790128623396868,515.5209428465895,IPCC SAR GWP100,IPCC AR5 GWP100; CH4=28 and N2O=265,517.731275280064,2.2737367544323206e-13,4.440892098500626e-14,99.99999999999994,eGRID2012_Data.xlsx,"US12!USCO2AN, USCH4AN, USN2OAN, USNGENAN; reported comparison from USC2ERTA",3.396303171165729,517.5204264953462,956.2005044201436,Cold plate,30.730622679966242,27.78319184708072,2.9474308328855217,9.591184869830172,15.179075248996309,Two-phase
2012,51,4045517914.7444,517.7312752800638,517.9791765662977,0.24790128623396868,515.5209428465895,IPCC SAR GWP100,IPCC AR5 GWP100; CH4=28 and N2O=265,517.731275280064,2.2737367544323206e-13,4.440892098500626e-14,99.99999999999994,eGRID2012_Data.xlsx,"US12!USCO2AN, USCH4AN, USN2OAN, USNGENAN; reported comparison from USC2ERTA",3.396303171165729,517.5204264953462,956.2005044201436,One-phase,30.285930270253,27.23614114879299,3.049789121460012,10.069986605151536,16.406490059768075,Two-phase
2012,51,4045517914.7444,517.7312752800638,517.9791765662977,0.24790128623396868,515.5209428465895,IPCC SAR GWP100,IPCC AR5 GWP100; CH4=28 and N2O=265,517.731275280064,2.2737367544323206e-13,4.440892098500626e-14,99.99999999999994,eGRID2012_Data.xlsx,"US12!USCO2AN, USCH4AN, USN2OAN, USNGENAN; reported comparison from USC2ERTA",3.396303171165729,517.5204264953462,956.2005044201436,Two-phase,28.746041201773018,25.926711285870255,2.819329915902762,9.807715421102468,20.65680467794805,Two-phase
2014,51,4079690473.912,512.6736001665537,512.63784958001,-0.035750586543713325,509.3407080158975,IPCC SAR GWP100,IPCC AR5 GWP100; CH4=28 and N2O=265,512.6736001665538,1.1368683772161603e-13,2.220446049250313e-14,100.0,eGRID2014_Data_v2.xlsx,"US14!USCO2AN, USCH4AN, USN2OAN, USNGENAN; reported comparison from USC2ERTA",10.45007915266899,498.7233002679562,945.4608131804167,Air-cooled,35.910494820227456,32.40007365587719,3.5104211643502636,9.775474222574438,0.0,Two-phase
2014,51,4079690473.912,512.6736001665537,512.63784958001,-0.035750586543713325,509.3407080158975,IPCC SAR GWP100,IPCC AR5 GWP100; CH4=28 and N2O=265,512.6736001665538,1.1368683772161603e-13,2.220446049250313e-14,100.0,eGRID2014_Data_v2.xlsx,"US14!USCO2AN, USCH4AN, USN2OAN, USNGENAN; reported comparison from USC2ERTA",10.45007915266899,498.7233002679562,945.4608131804167,Cold plate,30.459319463289066,27.511888630403543,2.9474308328855217,9.676614201567757,15.179894858669229,Two-phase
2014,51,4079690473.912,512.6736001665537,512.63784958001,-0.035750586543713325,509.3407080158975,IPCC SAR GWP100,IPCC AR5 GWP100; CH4=28 and N2O=265,512.6736001665538,1.1368683772161603e-13,2.220446049250313e-14,100.0,eGRID2014_Data_v2.xlsx,"US14!USCO2AN, USCH4AN, USN2OAN, USNGENAN; reported comparison from USC2ERTA",10.45007915266899,498.7233002679562,945.4608131804167,One-phase,30.01996901050244,26.970179889042427,3.049789121460012,10.159201431530617,16.403354616007782,Two-phase
2014,51,4079690473.912,512.6736001665537,512.63784958001,-0.035750586543713325,509.3407080158975,IPCC SAR GWP100,IPCC AR5 GWP100; CH4=28 and N2O=265,512.6736001665538,1.1368683772161603e-13,2.220446049250313e-14,100.0,eGRID2014_Data_v2.xlsx,"US14!USCO2AN, USCH4AN, USN2OAN, USNGENAN; reported comparison from USC2ERTA",10.45007915266899,498.7233002679562,945.4608131804167,Two-phase,28.492866541048926,25.673536625146163,2.819329915902762,9.894862322262405,20.655878779482517,Two-phase
2016,51,4075322641.0889997,455.4755810240935,455.48248940579003,0.006908381696518973,452.8862709156696,IPCC SAR GWP100,IPCC AR5 GWP100; CH4=28 and N2O=265,455.4755810240936,5.684341886080802e-14,2.220446049250313e-14,99.99999999999999,egrid2016_data.xlsx,"US16!USCO2AN, USCH4AN, USN2OAN, USNGENAN; reported comparison from USC2ERTA",30.390928693241758,427.72928782282867,925.8131374203496,Air-cooled,32.29714011659859,28.78671895224833,3.5104211643502636,10.869139346942175,0.0,Two-phase
2016,51,4075322641.0889997,455.4755810240935,455.48248940579003,0.006908381696518973,452.8862709156696,IPCC SAR GWP100,IPCC AR5 GWP100; CH4=28 and N2O=265,455.4755810240936,5.684341886080802e-14,2.220446049250313e-14,99.99999999999999,egrid2016_data.xlsx,"US16!USCO2AN, USCH4AN, USN2OAN, USNGENAN; reported comparison from USC2ERTA",30.390928693241758,427.72928782282867,925.8131374203496,Cold plate,27.391110012772906,24.443679179887383,2.9474308328855217,10.760538114414086,15.190292657845305,Two-phase
