year,state_abbreviation,net_generation_mwh,co2e_kg_per_mwh,source_file,source_field,lowest_ghg_technology,second_lowest_technology,margin_to_second_pct,cold_plate_use_multiplier_to_equal_one_phase,cold_plate_use_change_to_equal_one_phase_pct,one_phase_use_multiplier_to_equal_cold_plate,two_phase_use_increase_tolerated_before_losing_pct,two_phase_vs_air_reduction_pct
2012,IL,197522000.958,454.67638520585797,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.28823397962257,0.9831007887835842,-1.68992112164158,1.017238639817771,5.723839390291929,20.680143381374194
2012,IN,114878967.34740001,867.8846107891013,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.180280526212644,0.9817785567027496,-1.8221443297250395,1.0185874295515114,5.404822673635512,20.716821772631423
2012,KS,44286624.611999996,727.0757184352591,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.204039097917357,0.9820613069205715,-1.7938693079428525,1.0182990001626477,5.473042199867639,20.708752444088063
2012,KY,89957452.21,945.7709144811539,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.170048266028604,0.9816581606087584,-1.8341839391241566,1.018710243857647,5.375774545731171,20.7202965374073
2012,LA,103347602.39899999,525.534693645618,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.258555934070408,0.9827275284461151,-1.7272471553884894,1.0176193972645826,5.6337823654750485,20.69023021073636
2012,MA,36198121.51100001,410.7054747429866,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.311321389016532,0.9833965104691512,-1.660348953084878,1.016936978423135,5.795188560033893,20.6722947707664
2012,MD,37808347.212,537.3367612535643,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.254318017602566,0.9826748473321035,-1.732515266789647,1.0176731365035336,5.621071922077592,20.691670363796742
2012,ME,14420135.401999999,259.2166344561971,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.44246631973615,0.9851711570189395,-1.4828842981060464,1.0151266872631586,6.223359925518812,20.627682304919393
2012,MI,108166077.441,599.9605647723747,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.2344377132437,0.9824297447170941,-1.75702552829059,1.0179231621197848,5.561935683729113,20.698425504653205
2012,MN,52193624.220999986,529.7696269083569,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.257015119822017,0.9827083570305797,-1.7291642969420318,1.0176389537470112,5.629156852203643,20.690753825115358
2012,MO,91804321.40999998,786.4515106620867,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.193035970961435,0.9819297986845562,-1.807020131544379,1.0184331498034036,5.4413130304767465,20.71248973515455
2012,MS,54584295.177999996,445.788401903682,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.292565110615222,0.9831559042290442,-1.6844095770955803,1.0171824173526802,5.737137168119721,20.67867112315369
2012,MT,27795017.083,586.1233263347476,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.238489276360991,0.9824794267785301,-1.7520573221469937,1.01787248217079,5.573922541668641,20.697048914891635
2012,NC,116971226.61099999,481.57895136449986,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.276020351999211,0.9829462525311915,-1.70537474688085,1.0173962800034384,5.686554220345386,20.684294800218595
2012,ND,36125158.886,844.4898304874455,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.183705119236404,0.9818190355890422,-1.8180964410957845,1.0185461376277591,5.414589069101305,20.715658749886202
2012,NE,34200814.916,746.8754785946351,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.20018587864548,0.9820151429262325,-1.7984857073767513,1.0183460913825142,5.4619041507193655,20.71006125776368
2012,NH,19264434.942,234.1645204567588,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.478015285417914,0.9856819443414458,-1.4318055658554152,1.0146056405371662,6.346598271417037,20.615580725077486
2012,NJ,65232564.118,235.30687567808639,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.47625454736993,0.9856563282436094,-1.434367175639062,1.0146317711463695,6.340417840958756,20.6161802024302
2012,NM,36635909.33,803.9514215538795,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.190087687448974,0.9818947258455352,-1.8105274154464834,1.0184689270968836,5.432850959324131,20.71349108097008
2012,NV,35142773.975999996,417.06387390575577,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.307709339408717,0.9833499301669765,-1.6650069833023529,1.0169844943125759,5.783950067732779,20.673522796684583
2012,NY,135662526.46399996,256.046472781625,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.446634578783183,0.9852303598410539,-1.4769640158946107,1.0150662953245317,6.237643870222209,20.626263537014044
2012,OH,129741418.34499998,736.578696719413,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.202165272860326,0.9820388423646047,-1.7961157635395297,1.0183219159297814,5.467622146164874,20.709388927112492
2012,OK,77757667.6767,624.5843367986424,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.227643800971471,0.9823467413914205,-1.765325860857947,1.0180078326062731,5.541909359446295,20.700733748469435
2012,OR,60612559.41,118.71983648454595,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.784982313774267,0.9907249129203894,-0.9275087079610556,1.0094613815636881,7.563322098931691,20.510929289800796
2012,PA,223416431.35199994,483.57730055072983,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.27516299422508,0.982935453487885,-1.7064546512114975,1.0174072959506062,5.6839487206085115,20.684586200281775
2012,RI,8309035.853,411.8467500008195,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.310665606903653,0.9833880448976755,-1.6611955102324494,1.0169456140295934,5.793146060191368,20.672517726628627
2012,SC,96755682.345,350.47735500875496,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.351339287411805,0.9839205497311037,-1.6079450268896345,1.016402413586263,5.921624219227306,20.65868692684738
2012,SD,12017721.954,254.8235470417611,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.4482663253958785,0.9852535852559989,-1.4746414744001068,1.0150426034162097,6.24324749739642,20.625708118725694
2012,TN,77385936.54100001,500.37128622523164,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.268207441068795,0.9828480787888085,-1.7151921211191468,1.0174964256115873,5.662867709171682,20.686950185113062
2012,TX,429697350.6938001,547.4493701801143,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.250821746580492,0.9826315005199782,-1.7368499480021837,1.0177173539567572,5.610613578279833,20.692858447278585
2012,UT,39400420.758,820.9580075521128,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.187337076213261,0.9818620669505441,-1.8137933049455879,1.018502241961133,5.424971303701853,20.714425267184623
2012,VA,70739234.747,372.4703163542424,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.3353784460366205,0.9837097693913417,-1.6290230608658307,1.0166174275482338,5.870768962497963,20.66411487391194
2012,VT,6568121.002,3.37294715150058,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,Cold plate,4.983058176491406,1.1482038648689485,14.820386486894854,0.8488193908366745,29.676881787953,19.86921601650511
2012,WA,116834423.661,57.419739700996345,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,Cold plate,6.166059503654653,1.0010764571654727,0.10764571654726662,0.998901921686332,9.945499452520433,20.356126046018673
2012,WI,63742909.901,618.7824180242433,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.229199007263974,0.9823657080290429,-1.7634291970957117,1.0179884850148182,5.5464854656745555,20.700205376215997
2012,WV,73413404.20399998,898.9368141618589,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.1759980260668526,0.9817280674234077,-1.827193257659232,1.0186389329317633,5.3926410571436545,20.718276100377654
2012,WY,49588606.105000004,956.8340785430383,eGRID2012_Data.xlsx,ST12!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.168724274191483,0.9816426419904665,-1.835735800953353,1.0187260741746824,5.372030347775092,20.720746128445644
2014,AK,6045142.31,398.29764572752003,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.318670352607047,0.9834916450736013,-1.6508354926398683,1.0168399329954332,5.818141814301359,20.669796150119012
2014,AL,149248102.877,480.66185545686005,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.276416010945595,0.9829512382976296,-1.7048761702370352,1.0173911940955376,5.687757142935257,20.684160322332556
2014,AR,61592136.606,586.46953323728,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.238385730636219,0.9824781553475269,-1.7521844652473084,1.0178737791390826,5.573615781796448,20.69708409696621
2014,AZ,108779907.038,506.9919853506201,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.26558228927676,0.982815210614522,-1.718478938547796,1.0175299539586051,5.654937560451723,20.68784235919431
2014,CA,197243679.949,251.92520229800002,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.452187793003249,0.9853095152127826,-1.469048478721735,1.014985550079952,6.256741793469334,20.624373287276555
2014,CO,53847380.231,722.68558991013,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.204920482710174,0.9820718833028441,-1.7928116697155883,1.0182882113487655,5.475593977876669,20.70845306017396
2014,CT,33651815.798,244.1506290762,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.463099069931654,0.9854659887791717,-1.4534011220828313,1.0148259336684262,6.294494381775428,20.62065895286278
2014,DC,67612.0,537.8516886512,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.254137043371121,0.9826726010639417,-1.732739893605828,1.0176754278890474,5.620529961929943,20.69173186233275
2014,DE,7598247.016,474.42269240751,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.279145043735833,0.9829856644252832,-1.7014335574716766,1.0173560765029268,5.696063181164424,20.683232757120162
2014,FL,229963756.27,498.69079138725,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.2688839975619794,0.9828565592307673,-1.7143440769232687,1.0174877748359652,5.664913796835691,20.686720249949154
2014,GA,125805607.875,501.55704157328,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.267732580539453,0.982842128905992,-1.7157871094008015,1.017502495000597,5.661432172923453,20.68711157088947
2014,HI,10204158.502,607.2962269058299,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.232359855188484,0.9824043181879458,-1.7595681812054176,1.0179490993527236,5.555800990763804,20.699131474898923
2014,IA,56846167.863,611.8339649753101,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.23109786035556,0.9823888928150993,-1.7611107184900665,1.017964834551435,5.552079290262002,20.699560242423054
2014,ID,15102586.656,66.88763806493999,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,6.134415688335193,0.9983128108296885,-0.16871891703115205,1.0017210771579204,9.39406445682418,20.39146387173105
2014,IL,202134056.529,452.11320528143006,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.289467035798401,0.9831164630856121,-1.688353691438793,1.0172226506900188,5.727621150272855,20.679724240740438
2014,IN,115023340.266,899.4147027019,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.175934326296616,0.9817273175125094,-1.8272682487490588,1.0186396979049743,5.392460125130238,20.718297732278522
2014,KS,49727761.916,643.6570984697701,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.222716797708915,0.982286785710585,-1.771321428941497,1.0180689925251425,5.527443771504292,20.702407622561125
2014,KY,90896434.998,945.41305135123,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.170091588886905,0.9816586686306948,-1.8341331369305158,1.0187097256318511,5.375897116868633,20.720281826075706
2014,LA,103522968.665,444.35405420021004,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.293278903819321,0.98316500345075,-1.6834996549250025,1.017173135368829,5.73933254960739,20.67842848199727
2014,MA,31014178.671,406.21600773061004,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.313933460799292,0.9834302685470133,-1.656973145298668,1.01690254229841,5.803333416989265,20.671406693977456
2014,MD,37819444.988,530.55384101027,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.256732296746391,0.9827048402344818,-1.7295159765518209,1.017642541179612,5.628308350068045,20.690849936033405
2014,ME,13245795.392,161.61450783863,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.630297641842841,0.9880315772021341,-1.1968422797865919,1.0122088141959427,6.91349735927731,20.563698972208588
2014,MI,106747581.842,581.68594810326,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.239826613346721,0.9824958559127823,-1.7504144087217677,1.0178557230496532,5.577886421037936,20.696594520660383
2014,MN,56981323.968,548.82227371202,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.250356313779303,0.9826257378968495,-1.7374262103150517,1.0177232323248804,5.609223222428894,20.69301660539413
2014,MO,87833977.052,797.34235808843,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.1911866975479,0.9819077915866427,-1.8092208413357347,1.0184555989242239,5.4360033482952375,20.713117819565095
2014,MS,55127091.661,449.66698163002,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.290655816848333,0.9831315872649299,-1.6868412735070115,1.0172072227344497,5.731270181405934,20.679320145919945
2014,MT,30257616.001,590.77866075228,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.237106410626913,0.9824624540589693,-1.753754594103074,1.0178897957954018,5.569827510739067,20.697518773196254
2014,NC,126271599.062,447.50742835645,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.2917151591656,0.9831450751806803,-1.6854924819319717,1.017193463907571,5.734524429022203,20.67896004691958
2014,ND,36462507.669,826.5868189594399,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.186450406754317,0.9818515520540594,-1.8148447945940616,1.0185129680542564,5.422434360451733,20.714726400790518
2014,NE,39431137.998,636.7393612349,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.224471833939259,0.9823081194171712,-1.7691880582828778,1.0180472303210308,5.532590983652486,20.701811383915125
2014,NH,19538394.984,174.42350277506,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.595992040933617,0.9874780400884853,-1.2521959911514724,1.012773469362729,6.779944713638697,20.575392616737233
2014,NJ,66819245.204,252.4513694472,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.451470153399374,0.9852992678296997,-1.4700732170300324,1.0149960032865415,6.254269393538281,20.62461756854308
2014,NM,32305545.001,767.7010038936701,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.196336365110454,0.9819691426226722,-1.8030857377327791,1.0183930156237955,5.450805595465957,20.711368769576023
2014,NV,35801018.998,439.28016994939003,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.295838027728728,0.983197663488961,-1.6802336511039018,1.0171398193383974,5.747212481055897,20.677558541668816
2014,NY,133648655.493,237.61028069317,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.472747999471861,0.9856054126977901,-1.4394587302209882,1.014683709354861,6.328133378579226,20.61737404757167
2014,OH,134484232.266,730.43476195921,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.203371484000541,0.9820532999087359,-1.794670009126409,1.01830716799908,5.471110337327745,20.708979213987977
2014,OK,70003762.499,618.21646321358,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.229352174720492,0.9823675770781362,-1.7632422921863844,1.0179865784249953,5.546936413668924,20.70015333808646
2014,OR,60110811.966,141.43282252022,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.6940672155674,0.989101217793723,-1.0898782206277047,1.0111176893702494,7.171570986802367,20.541952882217075
2014,PA,221043691.598,451.56980162217,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.289730093448108,0.9831198087431201,-1.6880191256879895,1.017219237833407,5.728428361570126,20.679634821572744
2014,RI,6239678.499,405.35917174368,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.314437944043937,0.9834367955284093,-1.6563204471590653,1.0168958842195244,5.804908190589719,20.671235172717097
2014,SC,97158465.241,334.65047155386003,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.363978388615309,0.9840891615253179,-1.591083847468211,1.0162304151449,5.962305414124525,20.654388106896604
2014,SD,10995239.493,282.49052415044997,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.414358236729222,0.9847765997664124,-1.5223400233587592,1.0155291693835784,6.128164565295258,20.637248247601303
2014,TN,79506885.795,486.66696484329,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.273850182393303,0.9829189300428167,-1.7081069957183281,1.017424151276836,5.679962086741508,20.68503239661279
2014,TX,438052226.109,539.97359375806,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.253394666031763,0.9826633895236689,-1.733661047633106,1.0176848244474368,5.618307481190166,20.691984135479835
2014,UT,43784525.997,809.13485252369,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.189237684820247,0.9818846270640107,-1.8115372935989305,1.0184792287171822,5.430414412691498,20.71377976851433
2014,VA,77345531.756,400.80102201755,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.317154481421826,0.9834719815892877,-1.6528018410712275,1.0168599914300727,5.813397578932511,20.670311553643128
2014,VT,7024733.008,10.418563146530001,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,Cold plate,5.275400110443362,1.0675914077603401,6.759140776034012,0.9310509870410547,18.865876299333696,19.990093661381014
2014,WA,116272503.358,102.43794006369,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.86774314932661,0.9923142727077227,-0.7685727292277345,1.0078400987378915,7.946789077452343,20.48266716185678
2014,WI,61008457.569,691.955160435,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.211385280227243,0.9821496514903022,-1.78503485096978,1.0182088811507044,5.494357213304735,20.706257064382694
2014,WV,80357567.778,903.2575372605401,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.175424439961129,0.9817213159809067,-1.8278684019093272,1.0186458199801607,5.39101212750972,20.718470884921448
2014,WY,49696183.631,912.96486757091,eGRID2014_Data_v2.xlsx,ST14!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.17415469803113,0.9817063795618466,-1.8293620438153413,1.018661056404219,5.387408397547211,20.718902074148872
2016,AK,6335033.511,421.84680080081006,egrid2016_data.xlsx,ST16!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.3050575306543335,0.9833158076048414,-1.6684192395158615,1.0170193022424119,5.775717271165526,20.67442433537121
2016,AL,142863240.209,416.15648451916,egrid2016_data.xlsx,ST16!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.3082186728537595,0.9833564913231668,-1.6643508676833174,1.016977801372479,5.785533086731998,20.67334963562034
2016,AR,60445059.072,509.19961941541004,egrid2016_data.xlsx,ST16!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.264720965985292,0.9828044393515764,-1.7195560648423647,1.0175409415674304,5.652338763319964,20.688135080871717
2016,AZ,108734630.779,425.04870934064,egrid2016_data.xlsx,ST16!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.303312635752544,0.9832933892831408,-1.6706610716859194,1.0170421708466424,5.770308372466437,20.67501753826103
2016,CA,197323836.964,205.95769792983003,egrid2016_data.xlsx,ST16!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.526635834872118,0.9864027606266127,-1.3597239373387304,1.0138703463180665,6.520510588278405,20.599023340122912
2016,CO,54418479.931,670.38457527965,egrid2016_data.xlsx,ST16!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.216256235761452,0.9822084711291803,-1.7791528870819695,1.0181488800917293,5.508548706872185,20.704602392710857
2016,CT,36496559.656,227.76460470995002,egrid2016_data.xlsx,ST16!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.488155354785684,0.9858301207448567,-1.4169879255143347,1.0144544879410373,6.382348992025988,20.612128165948196
2016,DC,76473.999,219.10416558954,egrid2016_data.xlsx,ST16!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.502668292106838,0.9860441546969944,-1.3955845303005643,1.0142361550163566,6.4339892521994235,20.60718618074191
2016,DE,8731261.003,403.39647755869004,egrid2016_data.xlsx,ST16!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.315600842803736,0.983451849835639,-1.6548150164360953,1.016880527539457,5.808540363589887,20.67083979132739
2016,FL,238226428.16,466.7315801817901,egrid2016_data.xlsx,ST16!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.282601271336995,0.9830293572095958,-1.6970642790404167,1.017311506128502,5.706604998138154,20.682057996056557
2016,GA,132902274.317,456.97072597176003,egrid2016_data.xlsx,ST16!STC2ERTA converted from lb/MWh,Two-phase,One-phase,5.287140996163009,0.9830869062445903,-1.6913093755409725,1.0172528011940867,5.720489931393669,20.68051490476658
