uuid,name,module,geography,dataset_type,reference_year,reference_unit,gwp_total_kgco2e,nonrenewable_primary_energy_mj,renewable_primary_energy_mj,freshwater_m3,url
42de525f-7c48-4722-b503-6f423b39b4f4,"Galvanized steel profile (electric arc furnace route, high scrap content)",A1-A3,DE,generic dataset,2023,kg,1.17194173644867,14.5445623030148,2.21504503897776,0.00299963787056284,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/42de525f-7c48-4722-b503-6f423b39b4f4?version=20.26.070
755a481d-a74b-4ba0-b417-cc26767b2d50,"Galvanized steel profile (blast furnace route, low scrap content), Steel sections",A1-A3,DE,generic dataset,2023,kg,2.92189441330103,27.9183661002242,2.79774857922207,0.00625261425086676,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/755a481d-a74b-4ba0-b417-cc26767b2d50?version=20.26.070
8f4e4fdb-fa6c-46b3-8680-57120c4bee5e,"Cement (CEM III 42,5)",A1-A3,DE,generic dataset,2023,kg,0.448996148211242,2.12871338617216,0.940983463173126,0.000454157321660014,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/8f4e4fdb-fa6c-46b3-8680-57120c4bee5e?version=20.26.070
a71e60a5-b64b-4715-ae8a-c8c8819149d2,Ready-mix concrete C25/30,A1-A3,DE,generic dataset,2023,m3,221.656798081968,764.69491370089,299.583162552754,0.42468637661198,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/a71e60a5-b64b-4715-ae8a-c8c8819149d2?version=20.26.070
aaaedf41-a759-4756-bd55-cd2af3af17f4,Cement (CEM II/A),A1-A3,DE,generic dataset,2023,kg,0.894975353236286,2.42300532960591,1.03407760553568,0.000593763310607717,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/aaaedf41-a759-4756-bd55-cd2af3af17f4?version=20.26.070
d6f982e3-beda-49f0-a298-694fcbf3ba38,Ready-mix concrete C30/37,A1-A3,DE,generic dataset,2023,m3,257.693592680481,873.263980837819,341.774075697796,0.450201931069143,https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/d6f982e3-beda-49f0-a298-694fcbf3ba38?version=20.26.070
