year,state_abbreviation,net_generation_mwh,co2e_kg_per_mwh,source_file,source_field
2019,AZ,113368628.098,396.13310293788,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,CA,201747828.474,175.62325459371002,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,CO,56336872.925,603.76455671301,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,CT,40050037.539,216.55497647014002,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,DC,174080.0,361.82700481004,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,DE,5258538.001,322.72099222286,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,FL,244949921.388,397.92706076123,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,GA,128595116.561,399.59083757439004,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,HI,9749998.355,708.83560048455,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,IA,62649563.58,390.75077587546,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,ID,18384353.737,95.88398390956,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,IL,184292979.459,329.20600233675003,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,IN,102127767.394,741.2579294997801,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,KS,50887993.408,405.34737834206004,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,KY,71804253.994,807.68154257021,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,LA,99469963.984,374.81017921655007,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,MA,21513219.546,354.0651321746,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,MD,39325595.561,335.06823012663,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,ME,10490562.004,96.87145449905,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,MI,116689224.485,459.6841155291,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,MN,59379024.545,399.58176572699006,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,MO,77222857.994,725.2125530034,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,MS,65958759.738,379.81919975846,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,MT,27797079.004,572.7646933701001,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,NC,131004605.112,353.5933961098,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,ND,41147324.005,656.57132683604,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,NE,37297615.002,574.07965765073,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,NH,18026594.829,116.22669451932,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,NJ,70988175.659,247.29311701556,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,NM,35174510.001,601.8585615742701,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,NV,39889659.989,335.35217895025005,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,NY,131568022.702,171.56995317539003,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,OH,119407794.239,563.5690152530901,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,OK,85216500.998,333.04792971065,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,OR,62258378.2,180.58918386047,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,PA,228994206.68,344.16638588409,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,RI,7624238.487,386.58951947308003,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,SC,99994165.303,244.21050326904003,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,SD,14506646.702,223.22051634729002,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,TN,82232332.683,319.50048639586004,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,TX,483079821.375,414.32215697488,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,UT,39105762.001,726.57378370577,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
2019,VA,96827639.664,288.41580127976,egrid2019_data.xlsx,ST19!STC2ERTA converted from lb/MWh
